accX,accY,accZ,gyrX,gyrY,gyrZ,annotation
9.382257461547852,-1.1437692642211914,1.7324036359786987,0.0146603342145681,-0.0195471122860908,0.0830752253532409,#
9.375079154968262,-1.146162033081055,1.8209381103515625,0.0146603342145681,-0.0293206684291362,0.0708582773804664,#
9.365508079528809,-1.2083754539489746,1.8616160154342647,0.0109952501952648,-0.0476460866630077,0.0427593067288398,#
9.365508079528809,-1.2083754539489746,1.8616160154342647,0.003665083553642,-0.0659715011715889,0.0134386392310261,#
9.396614074707031,-1.184447169303894,1.8185452222824097,-0.0024433890357613,-0.0708582773804664,0.0012216945178806,#
9.391828536987305,-1.160519003868103,1.94297194480896,-0.0207688063383102,-0.0781884491443634,-0.0219905003905296,#
9.523433685302734,-1.2370892763137815,1.921436548233032,-0.0415376126766204,-0.0806318372488021,-0.0427593067288398,#
9.499505043029783,-1.2490534782409668,1.9573287963867188,-0.0513111688196659,-0.0806318372488021,-0.0513111688196659,#
9.499505043029783,-1.2490534782409668,1.9573287963867188,-0.0745233595371246,-0.0806318372488021,-0.0684148892760276,#
9.473184585571287,-1.3543376922607422,1.8855443000793457,-0.0830752253532409,-0.0794101431965828,-0.0781884491443634,#
9.53779125213623,-1.3998013734817505,1.919043779373169,-0.0965138673782348,-0.0794101431965828,-0.0916270837187767,#
9.504291534423828,-1.3878371715545654,1.8616160154342647,-0.0989572554826736,-0.0867403075098991,-0.1062874197959899,#
9.523433685302734,-1.435693621635437,1.9262222051620483,-0.0977355539798736,-0.0928487852215766,-0.1123958900570869,#
9.585646629333496,-1.430907964706421,1.964507341384888,-0.0904053896665573,-0.1062874197959899,-0.129499614238739,#
9.585646629333496,-1.430907964706421,1.964507341384888,-0.0733016654849052,-0.123391143977642,-0.1514901220798492,#
9.609575271606444,-1.490728497505188,2.029113531112671,-0.0610847249627113,-0.128277912735939,-0.1624853760004043,#
9.528220176696776,-1.447657585144043,1.9884356260299685,-0.0488677769899368,-0.1331647038459777,-0.175924003124237,#
9.477970123291016,-1.5002998113632202,2.043470621109009,-0.0574196390807628,-0.129499614238739,-0.1722589135169983,#
9.33440113067627,-1.5050854682922363,2.0817556381225586,-0.0647498071193695,-0.1221694499254226,-0.1637070626020431,#
9.33440113067627,-1.5050854682922363,2.0817556381225586,-0.0830752253532409,-0.1062874197959899,-0.1404948681592941,#
9.489934921264648,-1.447657585144043,2.043470621109009,-0.0867403075098991,-0.0977355539798736,-0.128277912735939,#
9.60478973388672,-1.4261221885681152,2.031506299972534,-0.0842969194054603,-0.0769667476415634,-0.1123958900570869,#
9.707681655883787,-1.3375877141952517,2.014756679534912,-0.0818535313010215,-0.0513111688196659,-0.1050657257437706,#
9.844072341918944,-1.2729815244674685,1.8903299570083616,-0.0891837030649185,-0.0390942245721817,-0.1075091138482093,#
9.901500701904297,-1.196411371231079,1.8951154947280884,-0.130721315741539,-0.0195471122860908,-0.1075091138482093,#
9.901500701904297,-1.196411371231079,1.8951154947280884,-0.1832541674375534,-0.003665083553642,-0.1075091138482093,#
10.07139015197754,-1.3160523176193235,1.8831514120101929,-0.2040229737758636,0.0048867780715227,-0.1075091138482093,#
10.028319358825684,-1.210768222808838,1.7371891736984253,-0.2235700935125351,0.0305423624813556,-0.1014006435871124,#
9.970890998840332,-1.1629117727279663,1.758724570274353,-0.2260134816169738,0.0671931952238082,-0.0855186134576797,#
10.152746200561523,-0.8590233325958252,1.7012970447540283,-0.2260134816169738,0.0916270837187767,-0.0733016654849052,#
10.152746200561523,-0.8590233325958252,1.7012970447540283,-0.258999228477478,0.1392731666564941,-0.0390942245721817,#
10.420742988586426,-0.763310432434082,1.66301167011261,-0.2956500649452209,0.1624853760004043,-0.0244338884949684,#
10.65523910522461,-0.662811815738678,1.871187210083008,-0.3811686933040619,0.2174616158008575,0.0012216945178806,#
10.829915046691896,-0.5455635190010071,1.8999011516571045,-0.4495835602283478,0.2834331095218658,0.0452026948332786,#
10.695917129516602,-0.413958340883255,1.919043779373169,-0.4862344264984131,0.3237490355968475,0.0659715011715889,#
10.561919212341309,-0.229710966348648,1.9740787744522093,-0.5522059202194214,0.4153760969638824,0.123391143977642,#
10.561919212341309,-0.229710966348648,1.9740787744522093,-0.6084038615226746,0.5021164417266846,0.1698155403137207,#
10.329815864562988,-0.1124626696109771,2.2085752487182617,-0.6413896083831787,0.5436540246009827,0.1966928243637085,#
10.176674842834473,0.0861416235566139,2.2372891902923584,-0.680483877658844,0.5888567566871643,0.2370087206363678,#
9.820144653320312,0.260817676782608,2.3856441974639893,-0.6902573704719543,0.5949652194976807,0.2455605864524841,#
9.332008361816406,0.3565305471420288,2.823530912399292,-0.707361102104187,0.5656445622444153,0.2284568697214126,#
9.332008361816406,0.3565305471420288,2.823530912399292,-0.6890356540679932,0.5045598149299622,0.1539334952831268,#
8.71466064453125,0.3326023519039154,3.263810157775879,-0.6548282504081726,0.4740174412727356,0.0977355539798736,#
