accX,accY,accZ,gyrX,gyrY,gyrZ,annotation
-5.61834716796875,-11.2366943359375,-3.1130621433258057,-1.2632319927215576,-2.0377864837646484,0.9064972996711732,#
-4.49132776260376,-11.581260681152344,-2.959921598434448,-1.50757098197937,-2.4494974613189697,1.0005677938461304,#
-4.49132776260376,-11.581260681152344,-2.959921598434448,-1.5136795043945312,-2.65229868888855,1.022558331489563,delete
-3.7256247997283936,-11.772686958312988,-2.809173583984375,-1.494132399559021,-3.0383541584014893,1.0714260339736938,delete
-2.665604591369629,-11.854043006896973,-1.8233308792114256,-1.5405566692352295,-3.43051815032959,1.1459494829177856,delete
-2.4717857837677,-11.612367630004885,-3.3427734375,-1.5503302812576294,-3.5575742721557617,1.1386191844940186,delete
-3.036492109298706,-12.413965225219728,-3.438485860824585,-1.5503302812576294,-3.7457151412963863,1.1215155124664309,delete
-0.4666004180908203,-13.320843696594238,-2.0027925968170166,-1.4599249362945557,-4.154983043670654,1.1129636764526367,delete
-0.4666004180908203,-13.320843696594238,-2.0027925968170166,-1.4318259954452517,-4.459184646606445,1.142284274101257,delete
3.153740167617798,-13.15813159942627,1.6103696823120115,-1.582094430923462,-4.9246506690979,1.1972606182098389,delete
5.850451469421387,-11.71286678314209,3.345165967941284,-1.9730366468429563,-5.056593418121338,1.2595670223236084,delete
7.511070251464844,-9.74835968017578,4.584648132324219,-2.050003290176392,-4.982069969177246,1.266897201538086,delete
8.578269004821777,-9.640682220458984,7.503891944885254,-1.8801878690719604,-4.435972690582275,1.1606097221374512,delete
8.578269004821777,-9.640682220458984,7.503891944885254,-1.4758068323135376,-3.991276025772095,1.0738694667816162,delete
6.597012042999268,-8.62612533569336,10.425528526306152,-0.3738385140895843,-2.9296233654022217,0.7757760286331177,delete
3.842873096466065,-6.075376510620117,10.348958015441896,0.0390942245721817,-2.2833471298217773,0.7159129977226257,delete
2.3018953800201416,-4.776073932647705,9.377471923828123,-0.0842969194054603,-2.040229797363281,0.652384877204895,delete
-0.057427741587162,-5.204389572143555,8.341379165649414,-0.5082249045372009,-1.5906461477279663,0.3762818872928619,delete
-2.337787628173828,-6.649653911590576,8.303093910217285,-0.6377245187759399,-1.1826002597808838,0.0109952501952648,delete
-2.337787628173828,-6.649653911590576,8.303093910217285,-0.6047387719154358,-1.1080769300460815,-0.1453816443681717,delete
-1.155733346939087,-7.929814338684082,7.45364236831665,-0.5167768001556396,-1.119072198867798,-0.2015795856714248,delete
-0.2536391913890838,-8.310273170471191,6.850651264190674,-0.4361449182033539,-0.9822423458099364,-0.2150182276964187,delete
-1.6917256116867063,-9.06401252746582,6.151947498321533,-0.1808107793331146,-0.4337015450000763,-0.2944283783435821,delete
-2.2133607864379883,-9.480363845825195,5.958127975463867,0.1649287492036819,-0.1563768982887268,-0.2699944972991943,delete
-2.2133607864379883,-9.480363845825195,5.958127975463867,0.2736595571041107,-0.0598630309104919,-0.2712161839008331,delete
-2.6249265670776367,-9.55214786529541,4.907679080963135,0.3530696928501129,0.0891837030649185,-0.2504473626613617,delete
-3.31166672706604,-9.588040351867676,4.374079704284668,0.3066453039646148,0.1771456897258758,-0.2418954968452453,delete
-3.689732551574707,-9.308080673217772,4.149154186248779,0.2272351831197738,0.1820324808359146,-0.2272351831197738,delete
-3.565305471420288,-9.355937004089355,3.6251261234283447,0.0134386392310261,0.1954711079597473,-0.1673721522092819,delete
-3.565305471420288,-9.355937004089355,3.6251261234283447,-0.0708582773804664,0.199136197566986,-0.1062874197959899,delete
-3.3427734375,-9.35832977294922,3.3643085956573486,-0.0219905003905296,0.1795890927314758,-0.0794101431965828,delete
-3.1202406883239746,-9.68375301361084,3.1513471603393555,0.1466033309698104,0.1502684205770492,-0.0366508327424526,delete
-3.029313325881958,-9.477970123291016,3.170490026473999,0.2125748395919799,0.1466033309698104,-0.0158820282667875,delete
-3.225525140762329,-8.85105037689209,3.225525140762329,0.2907632887363434,0.1575985848903656,-0.003665083553642,delete
-3.235095977783203,-8.745766639709473,3.192025184631348,0.2040229737758636,0.1539334952831268,-0.003665083553642,delete
-3.235095977783203,-8.745766639709473,3.192025184631348,0.1136175915598869,0.1417165547609329,0.0122169442474842,delete
-3.1800613403320312,-8.915657043457031,3.304487943649292,-0.0280989725142717,0.1075091138482093,0.0293206684291362,delete
-3.3786656856536865,-9.008977890014648,3.098705530166626,-0.0537545569241046,0.0806318372488021,0.0256555844098329,delete
