accX,accY,accZ,gyrX,gyrY,gyrZ,annotation
9.176474571228027,-2.9527432918548584,0.9451649785041808,-0.0708582773804664,0.0366508327424526,0.0146603342145681,#
9.159724235534668,-2.868994235992432,0.8063812851905823,-0.069636583328247,0.0305423624813556,0.0134386392310261,#
9.257830619812012,-2.9048867225646973,0.8590233325958252,-0.0574196390807628,0.0134386392310261,0.0097735561430454,#
9.346364974975586,-2.9551358222961426,0.8446664214134216,-0.0415376126766204,0.0061084721237421,0.0061084721237421,#
9.34875774383545,-2.902493953704834,0.8303093910217285,-0.0085518611595034,-0.003665083553642,-0.0024433890357613,#
9.396614074707031,-2.8354949951171875,0.9212367534637452,-0.0293206684291362,-0.0048867780715227,-0.003665083553642,#
9.396614074707031,-2.8354949951171875,0.9212367534637452,-0.0525328628718853,0.003665083553642,0.0012216945178806,#
9.375079154968262,-2.959921598434448,0.8853443264961243,-0.0879620015621185,0.0342074446380138,0.0171037223190069,#
9.329615592956545,-2.864208698272705,0.9547362923622132,-0.1087308079004287,0.0549762547016143,0.0305423624813556,#
9.250652313232422,-2.864208698272705,0.9643075466156006,-0.1148392781615257,0.0561979450285434,0.0329857505857944,#
9.31047248840332,-2.833101987838745,0.8398807048797607,-0.1319430023431778,0.0439810007810592,0.0329857505857944,#
9.31047248840332,-2.833101987838745,0.8398807048797607,-0.1392731666564941,0.0452026948332786,0.0268772784620523,#
9.274580955505373,-2.9240293502807617,0.8853443264961243,-0.1368297785520553,0.0476460866630077,0.0146603342145681,#
9.276973724365234,-2.988635540008545,0.9092726111412048,-0.1014006435871124,0.0366508327424526,-0.0048867780715227,#
9.284152030944824,-2.9168508052825928,0.906879723072052,-0.0830752253532409,0.0293206684291362,-0.0122169442474842,#
9.34875774383545,-2.9838497638702397,0.8662018179893494,-0.0623064190149307,0.0256555844098329,-0.0219905003905296,#
9.18843936920166,-2.9838497638702397,0.8781659603118896,-0.0513111688196659,0.0146603342145681,-0.0232121963053941,#
9.18843936920166,-2.9838497638702397,0.8781659603118896,-0.0452026948332786,0.007330167107284,-0.0207688063383102,#
9.315258979797363,-3.019742012023926,0.8973084688186646,-0.0366508327424526,-0.0048867780715227,-0.0207688063383102,#
